age,gender,region,income,credit_score,loan_amount,loan_term,employment_years,existing_loans,loan_approved
28,Female,Urban,229005,617,590494,72,20,0,0
57,Female,Urban,836093,859,631199,72,9,1,1
20,Male,Urban,1791394,645,503148,48,14,2,1
40,Female,Rural,163260,879,474871,72,5,1,0
24,Male,Rural,591701,710,95968,36,9,1,1
40,Female,Urban,583334,610,410743,12,24,3,0
24,Male,Urban,399672,471,571542,60,25,2,0
63,Male,Urban,1804343,626,554417,48,19,0,0
51,Female,Rural,801738,735,451516,72,37,1,0
59,Female,Rural,614309,612,465030,60,7,2,0
36,Male,Urban,388142,692,884147,72,37,5,0
26,Male,Urban,1846510,653,714345,36,16,5,0
65,Female,Rural,539847,563,990057,24,18,5,0
35,Female,Urban,1159290,821,797914,60,33,4,0
58,Female,Rural,697180,669,366661,48,27,2,0
65,Female,Rural,517658,555,342120,60,31,1,0
62,Female,Rural,688052,344,857779,24,22,5,0
59,Female,Urban,148889,601,76793,12,20,4,0
42,Male,Urban,941324,381,903505,72,10,2,0
31,Female,Urban,1688733,525,587179,24,11,4,0
61,Male,Rural,280319,427,968784,36,32,1,0
42,Female,Urban,1045183,670,608582,12,2,5,0
36,Male,Urban,275371,622,950135,60,25,5,0
56,Male,Urban,1257867,489,181363,60,22,3,0
32,Male,Urban,569384,879,408656,72,19,5,0
33,Male,Rural,1471667,308,507200,24,37,2,0
44,Male,Rural,1539728,462,279902,12,4,3,0
57,Female,Rural,1288238,351,706576,24,1,4,0
27,Male,Rural,1803628,417,89762,12,37,2,0
21,Female,Urban,953229,400,520040,24,23,0,0
36,Female,Urban,1318439,711,765341,72,38,3,1
45,Female,Urban,1418420,766,887461,48,34,3,1
38,Female,Urban,1025484,870,574630,48,26,4,0
64,Male,Urban,1845624,336,97549,12,27,1,0
31,Male,Rural,1432194,403,379798,72,18,0,0
50,Female,Urban,396568,849,426609,12,39,1,0
65,Female,Rural,1108423,314,494682,24,2,2,0
27,Female,Rural,1367037,443,947006,48,13,1,0
36,Female,Urban,1678334,549,741493,24,30,3,0
47,Male,Urban,931237,687,82136,60,35,0,1
39,Female,Rural,1039018,581,405244,12,5,2,0
20,Male,Urban,981727,594,167303,48,36,2,1
54,Female,Rural,833097,740,831415,60,21,3,0
58,Male,Urban,793369,683,351858,12,24,1,1
35,Female,Rural,1847130,346,326630,48,28,2,0
28,Male,Rural,1605671,773,980583,60,24,2,0
65,Female,Urban,388967,464,326853,24,1,2,0
19,Female,Urban,1081046,337,287571,24,34,5,0
29,Male,Urban,591901,361,767223,48,18,0,0
23,Male,Urban,690118,872,447306,36,4,3,0
60,Male,Urban,1130066,417,247811,36,32,2,0
57,Female,Urban,1345238,780,665653,12,26,0,1
61,Male,Rural,977186,307,385201,12,17,5,0
46,Female,Rural,1580106,405,351627,72,4,0,0
47,Male,Rural,721484,591,88561,72,7,4,0
19,Female,Urban,181999,867,342766,72,40,2,0
26,Female,Urban,1730847,856,272494,60,18,4,1
64,Female,Rural,175240,831,783599,60,10,5,0
19,Female,Rural,1947002,482,655219,72,33,4,0
46,Male,Urban,1000367,647,187813,24,15,5,1
50,Female,Urban,279460,587,886498,36,17,0,0
27,Female,Urban,1874842,503,825596,12,33,2,0
51,Female,Rural,1455723,342,247154,72,11,5,0
61,Male,Rural,169442,634,898805,36,11,0,0
25,Female,Urban,1448322,696,861689,60,25,1,1
54,Female,Urban,969250,301,814347,36,28,2,0
50,Female,Urban,373660,511,990558,24,8,1,0
64,Female,Rural,497214,442,690055,12,29,5,0
23,Male,Rural,1182856,392,515637,24,36,1,0
61,Male,Rural,1445308,421,341771,12,10,5,0
57,Male,Urban,353053,693,977367,24,10,3,0
62,Male,Urban,1011798,739,382515,60,31,1,1
36,Male,Rural,748480,555,503988,48,19,1,0
49,Male,Rural,1839954,549,326189,72,35,4,0
44,Female,Urban,383727,529,639042,24,38,2,0
18,Female,Urban,1529600,768,887615,24,14,1,0
60,Female,Urban,1915241,791,813926,72,1,4,1
50,Male,Urban,837309,764,753722,36,30,5,0
57,Female,Urban,1444481,673,132246,60,4,0,1
49,Male,Urban,654556,407,296933,48,24,0,0
22,Female,Urban,1064027,361,979315,48,34,2,0
34,Female,Rural,187714,356,446454,12,27,1,0
25,Male,Urban,1379238,431,565163,12,39,3,0
59,Female,Urban,590126,377,500507,48,10,3,0
51,Male,Urban,1010175,717,293650,48,0,1,1
26,Female,Rural,940769,461,703676,72,37,0,0
40,Male,Urban,669051,846,412915,60,18,0,0
52,Female,Rural,1235444,826,98276,48,26,4,0
24,Male,Rural,1891760,319,79973,12,18,5,0
32,Female,Urban,946354,775,699622,12,2,4,0
37,Female,Rural,1745837,337,918605,36,3,3,0
42,Female,Urban,770768,515,544470,48,3,4,0
20,Female,Urban,1443282,309,883798,60,14,5,0
63,Male,Rural,469697,399,379236,72,29,1,0
41,Female,Rural,962447,737,303099,24,0,5,0
51,Female,Rural,1304819,692,872093,12,32,4,0
63,Female,Rural,593460,400,293497,24,7,5,0
39,Male,Urban,106831,662,542678,12,21,2,0
28,Male,Urban,1691609,579,148884,60,4,3,0
65,Male,Rural,1868269,303,596660,24,16,0,0
25,Female,Urban,815924,450,477154,36,31,4,0
56,Male,Urban,1076666,341,615848,72,8,5,0
60,Female,Urban,728166,675,172763,60,12,2,1
52,Female,Urban,493372,318,78680,12,39,0,0
63,Male,Urban,1135144,711,326864,48,14,4,0
55,Male,Urban,1569671,835,483715,72,20,1,1
25,Female,Urban,838510,535,75258,24,14,3,0
54,Male,Urban,851787,804,884396,48,15,0,1
44,Male,Urban,1565755,306,95290,12,1,0,0
45,Male,Urban,133957,423,243874,24,25,2,0
57,Male,Urban,834990,812,804958,24,22,3,0
51,Female,Urban,1811630,694,542734,72,32,3,0
49,Male,Rural,847421,329,921829,24,38,2,0
32,Male,Rural,1726616,376,751205,60,14,4,0
61,Female,Urban,1640639,829,737069,60,20,2,0
34,Male,Rural,609479,485,736790,60,3,0,0
50,Male,Urban,1075947,760,366399,60,36,0,0
64,Female,Urban,850803,802,305548,72,4,1,0
63,Female,Rural,1097978,601,725005,12,32,3,0
33,Male,Rural,1465761,411,385621,36,27,5,0
46,Male,Urban,1203592,318,495964,12,7,0,0
26,Female,Urban,801461,311,385543,72,21,0,0
50,Female,Urban,1900345,517,52547,24,8,3,0
46,Male,Urban,1097799,637,110877,60,15,4,0
30,Male,Urban,1407271,605,794385,72,32,3,0
38,Male,Urban,387011,703,638009,24,4,0,1
38,Female,Urban,347193,817,271135,60,11,3,1
22,Male,Urban,903428,690,605814,48,37,4,1
27,Female,Urban,1528048,651,85232,48,21,5,0
23,Female,Urban,1729304,610,465104,60,2,0,0
30,Female,Urban,1713310,780,352941,48,36,4,1
18,Female,Urban,1650982,423,567322,72,2,1,0
37,Male,Rural,1277087,826,986461,60,6,4,1
64,Female,Urban,507936,707,347892,36,11,0,1
63,Male,Urban,1223034,584,282996,24,10,3,0
25,Male,Urban,368521,498,140612,12,0,4,0
27,Male,Urban,1763193,761,154418,12,4,3,1
26,Male,Urban,734632,767,241599,72,22,0,1
58,Female,Urban,871818,392,850917,12,18,3,0
20,Female,Urban,376026,848,112750,60,7,0,0
28,Female,Urban,329291,394,96673,60,12,0,0
29,Male,Urban,1072352,702,644249,72,12,4,1
27,Female,Urban,255893,370,151527,36,23,5,0
42,Male,Rural,1523508,817,899687,60,10,1,1
42,Male,Urban,113181,654,98799,72,31,2,0
28,Female,Rural,428083,866,759988,72,27,4,0
53,Male,Urban,1602896,580,588293,12,2,1,0
56,Female,Urban,1390742,397,497521,48,27,4,0
43,Male,Urban,1859200,382,395716,24,38,4,0
31,Male,Urban,1259551,559,242887,60,18,0,1
56,Female,Urban,757440,515,794265,12,14,1,0
57,Female,Urban,227377,534,174845,24,5,2,0
18,Male,Urban,699464,621,84765,24,24,3,1
21,Female,Urban,1585456,697,487718,60,29,0,0
47,Female,Urban,112151,845,258671,72,4,4,0
29,Male,Urban,386988,546,433931,60,1,5,0
52,Female,Rural,257424,519,160894,60,22,3,0
30,Male,Rural,466890,780,668110,72,20,4,0
48,Male,Rural,1025808,543,947528,36,4,0,0
55,Male,Urban,1988072,740,527899,72,30,4,0
60,Female,Urban,1072279,564,620920,12,25,0,0
40,Male,Urban,531085,328,844967,60,13,4,0
21,Male,Rural,895968,725,590705,72,33,3,1
33,Male,Rural,508470,722,609150,24,25,5,0
24,Male,Urban,1815239,755,111971,36,40,5,1
39,Male,Rural,1622337,615,763564,12,9,0,0
46,Male,Rural,1500355,405,559199,48,36,1,0
28,Male,Urban,1210380,448,705219,60,36,3,0
50,Male,Rural,1541997,602,67841,72,16,0,0
46,Female,Urban,1682036,377,407993,60,19,0,0
56,Female,Urban,732042,586,61656,48,5,1,0
29,Male,Urban,1865482,390,281787,60,15,4,0
24,Male,Urban,807156,694,673537,72,39,5,0
56,Male,Rural,1786619,621,58883,72,30,2,0
59,Female,Rural,1224063,743,433362,12,35,0,0
65,Male,Urban,668733,330,811289,36,1,3,0
43,Male,Urban,1328839,477,565751,72,32,4,0
57,Male,Urban,1709308,615,872784,24,10,5,0
26,Male,Urban,1578528,367,637190,48,33,3,0
58,Female,Urban,1009071,841,542806,12,39,0,0
51,Male,Urban,296049,366,775214,12,13,1,0
62,Male,Urban,1905299,879,965688,48,12,1,1
30,Female,Rural,987089,485,683740,36,23,1,0
53,Female,Urban,568713,376,869705,36,12,5,0
42,Male,Urban,1794550,480,951943,24,7,5,0
41,Male,Urban,1985167,825,567909,24,33,4,0
61,Male,Urban,1807963,437,886111,24,13,1,0
34,Male,Rural,271140,761,168037,36,17,4,1
19,Male,Urban,267828,872,228437,60,29,0,0
30,Male,Urban,1126624,473,91076,60,26,5,0
48,Female,Urban,1278974,592,842576,72,39,5,0
46,Female,Rural,1314033,686,598865,60,29,0,0
45,Female,Urban,452404,702,156202,48,4,2,1
44,Male,Urban,1167078,506,947217,48,20,3,0
32,Female,Urban,1019872,553,614260,48,14,0,0
48,Female,Rural,1380443,629,417632,48,15,4,0
57,Female,Urban,1027617,651,897504,36,0,4,0
32,Female,Urban,1044894,723,148309,48,16,4,0
50,Female,Urban,637761,434,600272,24,29,1,0
37,Male,Urban,353752,857,204385,48,7,3,1
59,Male,Urban,1142191,669,578008,12,9,5,0
29,Male,Urban,400391,425,730479,60,18,2,0
54,Male,Urban,1396211,698,559072,12,18,3,1
26,Male,Rural,567631,791,523490,12,19,5,0
40,Male,Rural,990852,373,700742,72,10,3,0
25,Female,Urban,956856,386,750464,24,31,0,0
49,Female,Urban,330595,816,136156,36,31,1,0
65,Male,Rural,779071,540,479568,24,11,0,1
31,Male,Urban,525465,549,407228,36,12,1,0
44,Female,Rural,923387,321,102773,24,21,2,0
42,Female,Rural,1533255,327,589371,36,28,0,0
30,Male,Urban,573740,737,639861,48,35,1,0
38,Male,Urban,507812,318,200051,24,4,1,0
62,Male,Urban,995214,412,639001,12,24,4,0
48,Male,Rural,1198822,825,140722,24,3,0,1
54,Female,Urban,1931817,475,298601,12,35,1,0
65,Female,Urban,128122,506,975999,36,24,4,0
60,Male,Urban,734402,601,222199,48,12,4,0
22,Female,Urban,1339958,810,583686,48,2,4,1
30,Female,Urban,1443159,577,281827,48,8,0,0
45,Female,Urban,1849647,437,559180,12,23,5,0
60,Female,Urban,538579,665,211793,60,35,5,0
42,Male,Urban,1397050,804,669007,60,39,2,1
52,Male,Urban,1418286,343,717558,24,34,3,0
64,Female,Urban,1168733,579,328503,60,3,4,0
56,Female,Urban,1337765,742,789803,60,7,0,0
24,Female,Rural,1909385,745,299180,60,9,1,1
55,Female,Urban,1714950,371,336196,60,38,1,0
49,Male,Urban,432055,755,484136,12,35,3,0
20,Male,Urban,487826,412,985001,48,9,0,0
62,Female,Urban,106276,732,717741,36,27,1,0
56,Female,Rural,1667430,530,884876,12,37,3,0
54,Female,Urban,1777397,861,149187,60,0,5,0
39,Male,Urban,899324,533,858377,60,23,4,0
25,Female,Urban,199508,869,424072,12,12,5,0
34,Female,Rural,1490238,371,444651,36,19,3,0
44,Male,Urban,1896130,385,899501,48,6,2,0
50,Male,Urban,1281177,472,940380,60,27,4,0
63,Female,Urban,1435905,325,485944,24,12,1,0
34,Female,Urban,423218,892,110336,72,10,5,0
59,Male,Urban,310977,714,126436,36,6,3,0
29,Male,Urban,1808509,381,73100,72,14,0,0
65,Male,Urban,1248626,870,790820,72,32,0,1
63,Male,Urban,936049,671,670071,60,31,1,0
44,Male,Urban,1200160,740,233690,24,24,4,1
65,Female,Urban,779592,782,279978,12,9,5,0
25,Male,Urban,348953,545,917524,48,38,3,0
40,Female,Urban,1436628,853,551772,24,20,2,0
59,Male,Urban,1188719,617,801819,60,21,5,0
46,Male,Rural,1075997,329,198391,24,11,4,0
37,Female,Rural,1258648,360,557424,12,27,2,0
33,Female,Rural,767327,866,287497,72,0,3,0
34,Male,Urban,1723975,559,143277,60,37,0,0
33,Female,Urban,547549,498,873746,72,21,0,0
36,Male,Urban,1864406,395,674175,36,2,0,0
25,Male,Rural,1727483,618,816934,24,4,0,0
55,Female,Rural,471061,619,574933,36,2,1,0
55,Female,Urban,824490,444,510106,12,37,4,0
46,Male,Urban,640911,803,72820,24,27,3,0
58,Male,Urban,1231315,467,647228,48,12,4,0
53,Female,Urban,1291135,369,258804,12,17,1,0
43,Male,Rural,1978553,426,71926,24,15,0,0
48,Female,Rural,458217,806,336585,24,16,4,0
61,Male,Rural,1792502,349,329185,48,2,5,0
29,Female,Urban,1664719,570,763937,72,14,1,0
34,Male,Rural,1133004,371,90169,72,16,3,0
32,Female,Rural,1628294,717,148181,24,32,4,1
26,Male,Rural,197056,542,688970,24,3,5,0
56,Female,Urban,1593951,770,330772,36,27,2,1
59,Male,Urban,1674477,707,121703,36,40,4,0
65,Male,Urban,269480,407,954257,60,7,1,0
29,Male,Urban,345069,819,844351,24,38,2,0
49,Female,Urban,1278339,740,231026,12,30,0,1
42,Male,Urban,441238,669,140473,12,32,2,1
56,Male,Rural,359176,504,355665,24,1,0,0
35,Male,Urban,1547425,580,471107,72,3,0,1
32,Female,Rural,566428,317,572497,60,5,0,0
49,Male,Urban,1358359,372,829246,36,32,5,0
23,Male,Urban,1748074,497,715378,36,25,1,0
61,Female,Urban,539667,825,901808,72,25,4,0
60,Female,Urban,1203629,689,515668,60,0,0,0
52,Male,Rural,1639747,765,199866,24,11,1,1
51,Female,Urban,1885890,402,996291,60,36,4,0
55,Male,Urban,1223903,517,506810,12,39,0,0
22,Male,Urban,335113,335,226698,24,30,0,0
35,Female,Rural,1801107,502,242672,24,28,0,0
33,Female,Urban,1877048,314,551941,72,16,5,0
25,Male,Rural,659968,644,218550,60,9,5,0
42,Male,Urban,1936552,571,754204,60,3,5,0
49,Male,Rural,745324,375,554094,48,1,2,0
43,Female,Urban,1916106,313,369459,72,27,1,0
39,Female,Urban,1351081,858,300386,48,38,5,0
48,Male,Urban,1275224,357,218216,36,5,0,0
60,Female,Urban,563392,530,395706,48,32,3,0
27,Male,Rural,1154188,783,517646,36,17,4,1
29,Female,Urban,527573,601,700658,12,5,0,0
45,Male,Urban,1900935,827,226692,48,31,3,1
23,Female,Urban,1602476,428,743796,60,39,4,0
37,Male,Rural,1386295,504,295606,36,20,5,0
22,Female,Rural,352989,361,717178,72,0,0,0
40,Male,Rural,1179463,703,678098,72,12,5,1
26,Male,Urban,369695,354,301570,36,29,0,0
46,Female,Rural,991706,606,847230,12,3,4,0
33,Male,Urban,121815,368,411529,48,5,0,0
63,Male,Urban,419547,500,321593,60,31,5,0
39,Female,Urban,394864,396,527143,36,17,3,0
25,Female,Rural,353920,717,492498,12,23,4,0
37,Male,Urban,1388470,710,212374,12,33,1,1
31,Male,Urban,1332538,667,695452,48,39,0,0
56,Male,Urban,1037579,593,416846,60,8,3,0
54,Female,Rural,1226716,584,638088,48,35,5,0
51,Male,Urban,1430475,575,920423,36,36,4,0
28,Male,Rural,1713368,688,781749,72,4,1,1
57,Female,Urban,1490634,580,699181,60,19,3,0
50,Male,Urban,1491933,581,178836,72,30,3,0
48,Male,Rural,275001,493,887782,48,28,2,0
61,Female,Urban,1216119,427,64184,60,34,1,0
51,Male,Rural,468586,856,344059,12,10,4,1
24,Female,Urban,1973756,342,285317,72,30,5,0
40,Female,Rural,1002255,313,340714,72,35,4,0
63,Male,Rural,1171039,373,173582,12,0,5,0
24,Male,Urban,1177188,318,58314,24,17,0,0
42,Female,Urban,733751,350,655438,12,1,0,0
20,Female,Rural,1128040,691,988151,48,0,4,0
55,Male,Urban,1121814,603,769955,12,24,4,0
37,Male,Urban,1716378,590,793749,72,2,1,1
51,Female,Urban,220649,497,884269,72,23,4,0
61,Male,Urban,1377834,817,104513,36,18,3,1
61,Female,Urban,815772,654,416204,12,10,5,0
47,Female,Rural,103806,535,814485,72,19,3,0
34,Male,Urban,105826,566,74945,72,32,3,0
27,Female,Rural,114808,550,349280,72,9,5,0
52,Female,Rural,904532,837,847674,48,8,5,1
37,Male,Urban,353098,883,503300,36,19,2,0
35,Female,Rural,155655,388,768755,72,24,1,0
62,Female,Rural,1858618,382,469263,24,4,4,0
61,Male,Urban,1090256,837,527306,12,21,0,1
44,Male,Rural,1433807,786,904268,24,10,5,0
53,Female,Urban,576623,759,171550,48,24,2,0
40,Female,Rural,625026,579,135811,60,1,1,0
49,Female,Rural,375150,486,241312,72,36,0,0
27,Female,Urban,857985,700,152424,48,18,3,0
28,Male,Urban,852308,892,725371,12,20,2,0
55,Female,Urban,720042,790,575789,24,8,5,0
23,Male,Urban,1380392,438,820538,48,28,1,0
58,Male,Urban,764380,575,632183,24,24,3,0
64,Male,Rural,435480,842,838991,36,39,1,0
51,Female,Rural,550647,466,634644,72,34,5,0
53,Male,Rural,1030916,746,336586,24,7,5,1
54,Male,Urban,1593090,305,715007,48,23,5,0
34,Male,Urban,930997,654,200968,36,30,0,1
57,Male,Urban,1883399,352,572223,48,9,3,0
57,Female,Urban,422630,415,981440,60,26,4,0
29,Female,Urban,823371,599,609401,12,18,5,0
38,Female,Urban,574397,364,599865,72,1,4,0
57,Female,Rural,198619,507,987634,48,37,4,0
36,Female,Rural,1001596,408,575450,36,30,3,0
20,Female,Urban,1769686,455,756843,72,14,5,0
35,Female,Rural,253726,883,69627,60,25,1,0
36,Male,Urban,264390,409,399715,24,9,4,0
64,Male,Urban,1413192,329,182223,48,35,4,0
23,Male,Rural,1680936,718,626897,72,26,2,1
33,Male,Urban,549408,689,52664,72,10,3,1
25,Male,Urban,1570850,657,726515,48,10,2,0
65,Female,Urban,1157732,896,110809,24,12,0,1
35,Female,Urban,724778,841,633611,36,8,2,0
65,Male,Urban,1677091,680,76284,24,15,3,1
60,Male,Urban,1868683,427,235426,60,16,5,0
56,Female,Rural,499520,588,333449,48,40,2,0
29,Male,Urban,1194048,375,844008,24,36,4,0
62,Male,Urban,1452236,598,124274,48,0,5,0
27,Female,Rural,1496115,856,588198,48,1,2,1
24,Male,Rural,270148,770,963642,72,18,4,0
63,Female,Urban,582131,786,619889,48,29,0,1
18,Female,Urban,548737,793,195543,72,7,5,0
53,Female,Urban,1113049,414,126481,24,3,2,0
38,Male,Urban,936914,670,528137,24,16,3,1
54,Male,Rural,734694,748,80808,72,7,2,0
41,Male,Rural,1008943,463,759512,72,16,0,0
42,Male,Urban,1024383,512,238632,12,17,2,0
24,Male,Urban,1616963,592,447868,24,31,4,0
59,Female,Urban,1595217,420,633516,72,39,1,0
34,Female,Urban,1568746,695,237157,60,13,3,1
46,Female,Urban,726167,721,66630,36,23,0,1
47,Male,Rural,1356111,867,140619,12,25,3,1
24,Female,Urban,111804,379,873437,48,1,2,0
50,Male,Urban,1545161,680,499135,24,39,4,1
24,Male,Urban,513281,581,337978,36,3,1,0
41,Female,Rural,316250,868,480639,36,24,1,0
28,Male,Rural,1952342,739,574106,36,34,4,0
26,Female,Rural,1724951,625,718913,48,26,2,1
29,Female,Urban,372834,596,403522,72,7,4,0
52,Male,Urban,425525,350,367106,12,25,3,0
21,Female,Urban,224639,767,174802,36,38,3,0
53,Male,Rural,440587,750,526398,12,23,2,1
45,Female,Urban,1104627,800,937987,60,24,4,0
30,Male,Rural,875035,823,202867,60,19,4,0
40,Male,Rural,1375137,396,655234,36,4,5,0
36,Male,Urban,1883431,741,652799,72,5,0,1
59,Female,Urban,1224465,642,715257,36,34,1,0
54,Female,Urban,1901000,536,775475,60,28,0,0
56,Female,Urban,938271,883,602362,12,39,2,0
41,Female,Urban,1753848,525,559411,12,17,1,0
33,Female,Urban,1102122,425,712242,12,26,2,0
50,Male,Rural,930999,559,858964,24,9,4,0
29,Female,Rural,1215033,838,910626,60,16,0,1
51,Male,Urban,252098,837,681742,24,40,2,0
24,Male,Rural,1152647,652,287799,24,33,5,1
28,Male,Urban,1922340,339,879180,60,2,5,0
48,Male,Urban,1879598,750,309866,24,17,0,1
46,Female,Urban,1190153,501,327666,24,15,5,0
30,Male,Rural,250285,840,296345,72,1,4,0
48,Female,Urban,340036,640,916162,48,35,2,0
19,Female,Urban,724401,546,367431,60,20,5,0
56,Male,Urban,462434,416,727403,36,30,4,0
32,Female,Urban,322823,681,347312,36,16,5,0
28,Female,Rural,567117,541,432894,12,18,2,0
51,Male,Urban,624000,636,462590,12,16,4,0
56,Female,Rural,1001699,546,375034,36,31,5,0
21,Male,Urban,1995925,710,360051,12,9,1,1
28,Male,Rural,1744088,395,74432,24,2,5,0
46,Male,Urban,1728711,405,177504,72,37,1,0
19,Female,Urban,1820793,520,150214,36,17,5,0
33,Male,Rural,1653620,474,92186,36,27,5,0
56,Male,Rural,261964,776,968691,72,6,2,0
30,Male,Urban,1121327,837,370036,12,5,2,0
54,Female,Urban,1622287,678,498657,12,9,1,0
34,Female,Urban,873949,695,287854,24,1,2,1
38,Female,Rural,102326,827,742891,72,19,0,0
61,Male,Rural,1378167,355,258960,24,34,5,0
36,Male,Urban,1007259,862,912366,48,18,5,0
24,Female,Urban,1672552,786,543683,36,10,3,1
55,Male,Urban,956573,582,672490,24,35,3,0
25,Male,Rural,1710322,756,577399,24,5,1,1
30,Male,Urban,213882,365,260571,24,22,0,0
54,Female,Urban,1416967,873,293659,24,10,3,0
19,Male,Urban,1270398,370,554666,36,34,4,0
58,Male,Rural,496338,817,207978,12,28,0,1
28,Female,Urban,1714592,870,535052,12,28,0,1
41,Female,Rural,584428,890,795330,60,15,1,0
23,Female,Rural,1898572,536,776637,12,32,3,0
43,Male,Rural,803491,455,623939,12,16,4,0
24,Female,Urban,622550,437,870888,60,34,2,0
56,Male,Urban,494328,472,913837,48,36,2,0
36,Female,Urban,1597737,477,66009,48,18,5,0
23,Female,Urban,1279094,715,427191,72,19,1,1
60,Male,Rural,1448345,443,964446,72,4,0,0
46,Male,Rural,376842,749,600777,60,2,4,0
60,Male,Urban,954045,621,791522,60,6,2,0
56,Male,Urban,1500717,676,807827,36,24,2,0
19,Male,Urban,1428863,854,889822,60,29,1,0
36,Female,Urban,809789,445,503626,36,15,5,0
21,Male,Urban,960676,473,299060,48,8,0,0
23,Female,Urban,1810572,457,133726,36,20,2,0
54,Male,Rural,679854,852,315718,12,11,4,0
45,Male,Rural,636623,700,394672,12,13,2,1
47,Male,Urban,891904,432,687362,60,38,1,0
24,Female,Urban,1903979,304,383836,48,1,3,0
26,Female,Urban,1490067,374,812576,72,27,2,0
42,Female,Urban,1845170,659,236322,60,23,5,0
50,Male,Rural,846554,761,525194,48,18,5,1
18,Male,Urban,143188,849,801610,36,13,1,0
23,Female,Urban,104566,748,825948,12,18,5,0
35,Female,Urban,854342,644,467221,24,37,2,0
27,Female,Urban,985630,824,133512,24,22,0,1
45,Male,Urban,1308068,367,382469,36,15,1,0
28,Female,Urban,1174599,538,150135,24,6,3,0
50,Male,Rural,573017,394,716723,48,16,2,0
18,Male,Urban,829187,829,295022,36,29,2,0
30,Male,Urban,917613,502,433924,24,7,0,0
54,Female,Urban,1472037,302,287836,24,37,5,0
37,Female,Urban,597682,506,298599,12,38,1,0
18,Male,Urban,915639,868,767148,48,10,1,0
20,Male,Urban,409337,624,738624,24,38,2,0
35,Male,Urban,1351817,821,481159,72,28,5,0
58,Male,Urban,1809714,302,357501,12,0,5,0
31,Male,Rural,1678298,311,832206,12,28,2,0
48,Male,Rural,287241,759,247377,24,9,3,1
44,Female,Rural,168002,649,683653,60,7,2,0
34,Male,Urban,316501,508,888131,72,30,1,0
63,Male,Urban,686471,313,688411,72,15,1,0
46,Female,Urban,1448320,402,990827,24,5,3,0
53,Male,Urban,1192553,630,562857,12,33,2,0
54,Female,Rural,536012,840,245423,12,37,4,0
43,Male,Urban,403776,562,100537,24,13,5,0
34,Female,Rural,1795510,348,960531,60,30,5,0
39,Male,Urban,738689,788,289236,36,13,0,1
42,Female,Urban,744088,562,619491,60,15,5,0
19,Male,Urban,664841,697,297463,60,40,4,0
39,Female,Rural,585283,637,697260,60,19,1,0
22,Male,Urban,1237629,712,332072,72,21,2,0
21,Female,Urban,705158,768,480673,24,29,5,0
53,Male,Urban,366820,677,854245,36,18,3,0
23,Female,Urban,1402484,680,744068,60,15,2,0
38,Female,Urban,1301350,360,104087,60,12,3,0
30,Male,Urban,1516840,664,676343,48,5,5,0
54,Male,Urban,1291155,586,460542,60,31,3,0
42,Male,Urban,652824,870,274252,48,39,3,0
43,Male,Urban,1590280,899,132377,36,21,5,0
56,Male,Urban,161418,730,291872,60,20,1,0
37,Female,Urban,1993936,586,464253,12,26,2,0
50,Female,Urban,1435321,701,946367,24,13,3,0
31,Female,Urban,1926015,539,342281,12,36,1,0
53,Male,Urban,466058,308,634915,72,29,5,0
34,Female,Urban,336826,814,548458,72,11,2,0
38,Male,Rural,686238,882,696657,72,25,2,0
63,Male,Urban,675460,709,157804,60,7,5,0
33,Female,Rural,1255282,598,522069,60,8,1,0
63,Male,Urban,1610506,624,911331,48,18,0,1
33,Female,Urban,1927670,890,437538,36,25,1,1
37,Male,Urban,1403361,501,739994,12,21,1,0
46,Female,Rural,1607644,682,304575,60,25,4,0
45,Female,Rural,1901026,346,786913,24,17,3,0
25,Male,Urban,1120225,528,290230,24,35,3,0
41,Male,Urban,1098604,657,757605,36,3,1,1
20,Male,Rural,341887,639,533762,72,15,3,0
42,Male,Urban,921866,340,565085,12,36,1,0
36,Female,Urban,1854173,659,483129,48,26,5,0
50,Female,Urban,998060,623,845000,48,31,1,0
19,Male,Urban,1762429,502,398677,72,28,2,0
32,Female,Urban,942834,566,487524,48,2,0,1
39,Male,Rural,222229,364,489103,72,3,2,0
27,Female,Rural,1979020,780,844375,48,0,5,1
35,Male,Urban,1038848,750,794209,24,9,0,1
39,Male,Rural,202330,812,996581,24,25,1,0
63,Male,Urban,698604,524,446997,60,24,1,0
44,Male,Rural,1515262,754,875974,60,39,3,1
30,Male,Urban,1845573,303,413362,72,38,3,0
50,Male,Rural,1232345,893,364549,12,20,2,0
22,Male,Urban,1521981,544,862706,12,14,1,0
43,Male,Rural,1605810,848,429245,36,29,2,1
30,Male,Rural,868991,697,939132,72,26,5,0
44,Female,Urban,150461,543,898564,24,28,0,0
31,Female,Urban,1428694,470,647301,36,2,1,0
41,Male,Urban,897869,325,535560,48,15,3,0
20,Male,Urban,1963845,511,830872,60,20,4,0
64,Female,Rural,1574511,464,837535,60,12,1,0
47,Male,Urban,1475101,341,192538,36,24,2,0
52,Female,Urban,950362,853,486271,36,2,5,1
65,Male,Urban,1798340,337,927012,24,21,3,0
31,Male,Urban,1097174,841,625785,48,13,0,1
29,Male,Rural,1797139,726,213094,72,26,0,1
45,Male,Urban,955941,331,464901,12,22,0,0
61,Female,Urban,1384545,750,466317,12,4,3,0
46,Male,Urban,1853924,494,127497,36,1,5,0
60,Female,Rural,633545,597,394787,36,18,2,0
